uuid,Title,Author,Year of publication
f3cd770c-2e27-25f5-16cc-272264c0986c,HPB: Het bijzondere leven en de invloed van Helena Blavatsky: stichtster van de moderne theosofische beweging,"Cranston, Sylvia",1995
148c25be-bba6-813c-92ae-305edbb5bdc3,Hrabanus Magnentius Maurus. Eine historische Monographie,"Kunstmann, Friedrich",1841
3c2b77b1-35d0-1527-7131-66ff3c5d3f3e,Hrabanus Maurus De laudibus sancta crucis. Studien zur Überlieferung der Geistesgeschichte mit dem Faksimile-Textabdruck aus Codex Reg. Lat. 124 der vatikanischen Bibliothek,"Müller, Hans-Georg",1973
add1f75a-f80c-7b68-8009-86f4f09ef16a,Hrani yoga. Le sens alchimique et magique de nutrition,"Aïvanhov, Omraam Mikhaël",1988
f08ba10d-f5e2-5fe6-5aba-2f9934786501,"Hua Hu Ching, De onbekende teksten van Lao Tse.",Lao Zi,1993
882a09e0-0ee6-90a6-fa58-e7b9c2f692cc,Hua Hu Ching. The later teachings of Lao Tzu,"Ni, Hua-Ching",1995
7c00e719-de88-8536-dc1e-3d71eca9a96e,Hua Hu Ching. The unknown teachings of Lao Tzu. Translated by Brian Walker,Lao Zi,1992
55e47d9b-5251-fd88-88f7-78f4aeea88d1,Hua Hu Tsjing. Uitspraken van Lao Tze volgend op de Tau Te Tsjing,"Ni, Hua-Ching",1997
49c9fbd0-9fb5-5ccb-8ce6-fdfa3ad37bfd,"Hugo Steiner-Prag 1880-1945. Aquarelle, Zeichnungen, Graphik, Buchkunst","Schremmer, Ernst",1975
02e25bcd-c605-db12-2810-3401a66b3907,"Hugo Steiner-Prag 1880-1945. Aquarelle, Zeichnungen, Graphik, Buchkunst","Schremmer, Ernst",1982
3aba08bd-a10b-ec54-e3d8-68bc2a23a113,Huit philosophes de la Renaissance italienne,"Kristeller, Paul Oskar",1975
ad118262-4052-6490-9b13-bd506bfa7af0,Human magnetism or how to hypnotise. A practical handbook for students of mesmerism,"Coates, James",1897
da55d0e8-392a-cde8-b508-ba5260dd703b,"Humanisme et Renaissance. Dante, Pétrarque, Standonck, Érasme, Lefèvre d'Étaples, Marguerite de Navarre, Rabelais, Guichardin, Giordano Bruno","Renaudet, Augustin",1981
d4c9e0e8-ad7c-fdfb-af4b-60901f5e489c,Humanismus und Medizin,,1984
5d4066a9-5c01-70e6-92a2-6286527a65bf,Humor um uns! Ein lachendes Hausbuch,,1931
34b42a18-3788-9799-e791-c25528126f67,Humour and humanism in chemistry,"Read, John",1947
5a578573-2cd0-8d87-af9b-afb476a9669e,Hunc quaestionum politicarum cinnum,"Mockelius, Fridericus Richardus",1613
095cc812-7e22-27bf-8c0d-55ff8705de7f,Hundert acht und dreyssig neu-entdeckte und volkommen bewährte Geheimnisse,anonymous,1732
cf6a1bb8-d774-4d51-a73a-2e9730f8a0a3,Hundert acht und dreyssig neu-entdeckte und volkommen bewährte Geheimnüsse,anonymous,1725
0448a62c-bb2a-6f12-ddfd-acd692889987,Hundert Wege zur Horoskop-Deutung (Ergebnisse eines Wettbewerbs),"Eskau, Franz",1958
8dfb2cd1-236b-7c5d-b95e-caad143d9d97,Hunted heretic. The life and death of Michael Servetus 1511-1553,"Bainton, Roland H.",1953
0d4d7488-129b-8ead-5f98-771c241a926b,Hussiten Krieg,"Theobald, Zacharias",1609
2a44be9a-6a9e-2bdd-c66d-193790feb70d,Huttenus delarvatus das ist: warhaffte Nachricht von dem Authore oder Urheber der verschreyten Epistolarum obscurorum virorum Ulrich von Hutten,"Weislinger, Johann Nicolaus",1730
06a8522c-a79e-83fd-e176-11741eb6c77b,Hydrolitus Sophicus seu Aquarium sapientum,"[Siebmacher, Johann Ambrosius]",1625
def1c9ce-9c05-4004-fed7-a6423aceeab4,Hydrolitus sophicus seu aquarium sapientum,"[Siebmacher, Johann Ambrosius]",1677
7b5484c6-adec-0716-6144-375f49027179,Hydrolitus sophicus seu aquarium sapientum,"[Siebmacher, Johann Ambrosius]",1749
fc2c4a83-6fa3-5f4c-76b3-e5e0cff72075,Hymnaire de ma parèdre,"Caillet, Albert L",1922
24375a0c-f525-d420-3a0e-82f87615f6dd,Hymne de l'univers. La messe aur le monde. Trois histoires comme Benson. La puissance spirituelle de la matière. Pensées choisies par Fernande Tardivel,"Teilhard de Chardin, Pierre",1964
3817e024-a47b-0c8d-a13e-f3246d7393a2,Hymne à la vie,"Berckelaers, Ferdinand Louis",1990
7fa9c11e-3e7b-c32b-c4c9-a240e0281810,Hymnes & discours sacrés,[Orpheus],1995
825f82ec-2c30-438b-723b-c791d0817fa3,Hymns to the Supreme Being: an imitation of the eastern songs,"[King, Edward]",1795
0459d118-7022-4403-af80-340956a4d48e,Hypnerotomachia,"Colonna, Francesco",1969
2e73755a-8986-5f45-4c11-ecc416a6c2eb,Hypnerotomachia Poliphili,"[Colonna, Francesco]",1963
b6d2c6ce-dc59-5e9b-21ad-fbd7c38db52f,Hypnerotomachia Poliphili,"Colonna, Francesco",1980
147a2681-5c6a-788e-829c-9801c7a6e149,Hypnerotomachia Poliphili,"Colonna, Francesco",1998
44865711-e8a9-bce5-2d9c-8b79379fcf62,Hypnerotomachia Poliphili. De droom van Poliphilus,"Colonna, Francesco",2006
cc165b68-f49e-0d87-56d8-dc36c292db70,Hypnerotomachia Poliphili. The strife of love in a dream,"Colonna, Francesco",1999
e32866c5-b5d3-a86e-1bf0-08ddc7f9a0c2,"Hypnerotomachie, ou discours du songe de Poliphile","[Colonna, Francesco]",1546
670b1f25-9622-142f-cf28-838565e97add,"Hypnerotomachie, ou discours du songe de Poliphile","[Colonna, Francesco]",1554
0167df51-0d03-33c2-e4e3-fdb7f3f06028,"Hypnerotomachie, ou discours du songe de Poliphile","[Colonna, Francesco]",1561
d14a577b-d587-9855-1613-435b92d81e1b,"Hypnerotomachie, ou discours du songe de Poliphile","[Colonna, Francesco]",1926
7ee85254-7523-c388-8a81-cc5d87d2c717,Hypnotism,"Hall, Manly Palmer",1939
9706899a-cc3d-0991-c568-0cc234a5a6b2,Hypostases Plotiniennes et trinité chrétienne,"Picavet, François",1917
c5b7d927-b339-d5a6-f611-a11a39cc8d1a,Hypostasierung. Die Logik mythischen Denkens im Werk Gustav Meyrinks nach 1907. Eine Studie zur erkenntnistheoretischen Problematik eines phantastischen Oeuvres,"Meister, Jan Christoph",1987
751972a2-5e5c-b3ee-1cde-022aae0aebeb,Häresie und Christentum. Der mittelalterliche Manichäismus,"Runciman, Steven",1988
8707c4ca-6378-a648-405a-74b336e975fa,Häusertabellen für die nördlichen Breiten 46 - 56 nach der Manier des Maginus und Placidus bei einer Ekliptikschiefe von 23 - 27 - 00,"Koch, W.",1953
0ddc7e11-65ce-321f-1e62-325034b1e98b,Héraldique alchimique nouvelle,"Gruger, Alain|Camacho, Jorge",1978
8693625b-99d6-c015-1209-cd2a38fce70b,"Hérésies et hérétiques. Vaudois, Cathares, Patarins, Albigeois","Thouzellier, Christine",1969
c4652547-8779-b34d-2f83-c6476c55aef6,Hêliand. Text and commentary,,2002
a4bb3c68-9f54-8bc7-e86b-2214e4264bfa,Höchstnothwendige und zur Seelen Seligkeit sehr nützliche Erklärung etlicher Haupt-Puncten,"Tennhardt, Johann",1715
f779d9b4-55fb-d6ce-884a-bc499a3135d6,Höhere Vergeistigung der echt überlieferten Grundsymbole der Freimaurerei,"Krause, Karl Christian Friedrich",1811
2dfccab3-963c-75e6-afab-d1f599ff43fb,Hören und handeln. Lateinische Auslegungen des Vaterunsers in der Alten Kirche bis zum 5. Jahrhundert,"Schnurr, Klaus Bernhard",1985
2e230975-f495-a707-fec0-4d961bd8c15f,Hüter der Freude,"Leppin, Paul",2007
5a5f3bc5-18d7-f0ff-4222-e960c1637e6b,Hüter der Freude. Ein Roman,"Leppin, Paul",1918
ba7774e8-111b-25f1-84a1-1b6d349f63b8,I Ching. Het boek der veranderingen,"Cohen, drs. Herman",1971
b94d8408-9cdd-d692-d50f-057653b8845e,I Ching. Het boek van de verandering. Inleiding en bewerking Peter ten Hoopen. Nederlnadse bewerrking gebaseerd op de oorspronkelijke James Legge vertaling uit 1882,,1979
2b94c4cb-d9c7-39a4-7988-9e769e801892,I Ching. Het klassieke boek der veranderingen. Nieuwe vertaling en concordantie,,1997
7094e194-5cb0-5113-71be-8911e0b592ac,I Ching. The Chinese book of change. A translation by John Blofeld.Forreword by Lama Anagarika Govinda,,1974
87cd141b-1390-8df5-8ddd-9c2c79486f83,I Ching. The definitive new rendering of the ancient Chinese book of divination. Edited and with an introduction by Raymond van Over,,1971
4e601caa-95ad-3e54-ae40-b25c798ee80f,I Dintorni dell' Infinito. Giordano Bruno e l'astronomia del cinquecento,"Tessicini, Dario",2007
2ba7890a-7fca-08d8-6269-176a4339e233,I discorsi dei corpi/ Discourses of the body,,1993
2ef0b1e2-b895-6ca0-5ced-7754e2ac8d5d,I Fortunae faber. II Diogenes cynicus. III Abraham patriarcha,"Comenius, Jan Amos",1662
3c0c165a-a672-43bd-4ec4-aa110ace64fc,I Ging. Das Buch der chinesischen Weissagung,"Yüan-Kuang, Meister",1975
32d898dd-7420-2c1e-5e5b-e2f43f7611f8,I Ging. Das Buch der Wandlungen. Aus dem Chinesischen neu übertragen (Dr. Mario Schubert),,1949
af4689d1-cf8a-d16e-97a4-03fc2c2d1c78,I Ging. Das Buch der Wandlungen. Aus dem chinesischen verdeutscht und erläutert von Richard Wilhem,"Wilhelm, Richard",1924
16b2a146-9779-86ac-082a-e1bd4bf2ce38,I Ging. Der weise Weg. Adaptiert nach The Pocket I-Ching,"Melyan, Gary G.|Chu, Wen-kuang",2005
e97938c7-9f97-bb7a-a2d8-e4cdc62e76e8,I Ging. Text und Materialen. Übersetzt von Richard Wilhelm. Einleitung von Wolfgang Bauer,"Wilhelm, Richard",1982
28baef91-e7e6-5b0e-aa87-a22478b5963c,I Ging. Text und Materialen. Übersetzt von Richard Wilhem. Einleutung von Wolfgang Bauer,"Wilhelm, Richard",1982
f0463472-99b9-9d7c-9df2-14b34afcfe5b,I ragguagli di Parnasso: or Advertisements from Parnassus,"Boccalini, Trajano",1656
4ebba595-3392-e3a9-e6e4-32454855c313,I rapporti di Giovanni Pico della Mirandola con alcuni filosofi ebrei,"Dell'acqua, G|Münster, L",1965
3818938b-879b-5f5f-beb9-c9915c762fd5,I segreti dell'alchimia,"Tresoldi, Roberto",2000
184e11f9-ad2b-1058-16a4-f42dca35c05b,I Tartari en l' Apocalisse. Ricerche sull'escatologia in Adamo Marsh e Ruggero Bacone,"Bigalli, Davide",1971
38245594-cea9-c967-9d7b-ccf6efe757d0,I testi e i codici di Ermete nel Medioevo,"Lucentini, Paolo|Perrone Compagni, Vittoria",2001
47f20368-ed30-8080-2572-dfd55ba4565f,I Tjing in alle eenvoud. Eeuwenoude Chinese wijsheid voor nu,"Hulskramer, George",2010
4af3347a-adf3-a928-1f2b-6405ab9b6dcd,I Tjing in beeld. Een omzetting van de tekens in beelden,"Nimwegen, Gerrie van",1978
01802b6a-c7ba-8f86-49b3-520d631105b2,I Tjing kaarten met handleiding. De Richard Wilhelm-vertaling in verkorte versie. Met een inleiding van Clifford Smith. Vertaald door Leon Dupont. Geïllustreerd met diagrammen en vijfenzestig schilderijen van Clifford Smith,,1975
50540311-cd27-18af-0fcc-a889a30a0b0d,"I Tjing numerologie. Gebaseerd op de Pruimebloesem-numerologie, het klassieke werk van Sjau Joeng","Liu, Da",1982
4582a740-1dbe-e7ff-7663-946fb4cc67da,I Tjing wijsheden. Verzameld door: drs. Hans P. Keizer,,2001
d704bbb8-25a9-33ab-6b5e-40c552d9ce13,I Tjing. Een gids voor het leven,"Walker, Brian Browne",1993
5d1d2d8d-de6f-4e31-ff1d-a67389170c10,I Tjing. Een interpretatie voor deze tijd,"Reifler, Sam",1980
941ee84c-7e5b-99b3-3563-ae80dc8b001d,I Tjing. Een nieuwe praktische inleiding waarin de toekomstvoorspellingen voor een ieder toegankelijk worden gemaakt,"Riseman, Tom",1985
e2a4eeba-bc76-864e-e80f-d75d6c6b206b,I Tjing. Het boek der veranderingen,,2016
73952bed-1754-7ac4-108f-c1847b7034ff,I Tjing. Landschappen van de ziel. Terugkeer tot een oud Chinees orakel,"Blok, Frits",2001
8f136410-a746-d917-d710-b1c28ea83c5a,"I versi aurei. I simboli, le lettere",Pythagoras,1928
818ab192-8440-3a1e-4938-acb62207d635,I-Ching. The hexagrams revealed,"Melyan, Gary G.|Chu, Wen-kuang",1977
df834d13-778f-40c8-61e9-bc7834ebc41f,"I. Antiquitatis fulgor, Mercurii Trismegisti Aegyptii Poemander","Hardt, Hermann von der",1737
c5ab2b7a-1a2c-4c78-02a6-8326a39ac964,I. Buch Probleme der Mystik und ihrer Symbolik. II. Buch. Durch Tod zum Leben. III. Buch. Der Seelenspiegel,"Silberer, Herbert",1997
88538f24-5d44-ae7f-f380-b621a456ad2e,I. Kurtze Erzehlung dessen was mit ... Herrn Hertzogs Moritz Wilhelms ... selbiger von der päbstischen Messe geredet II. Freude im Himmel über einen zur Evangelischen Gemeinde wiederkommenden Hertzog,"Petersen, Johann Wilhelm",1719
e3911bf6-896e-f42e-58cd-3f48c801a669,"I.N.D.N.I.C. Hunc, ex ff. libro 1 & 2 desumptarum, illustrium quastionum cinnum","Breitschwerdt, Joh|Leonhardus",1614
b7c603f2-59d2-4a32-a772-47a3a66bcc2e,"I.N.J. Candidam, solidamque de mystica theologia sententiam. Praeside Gottlieb Wernsdorfio","Koltemann, Jo|Georgius",1714
cfb93c6f-4d0f-7da1-d91c-10cd9869ff61,"I.N.J. Einsgetreue und deutliche Anleitung oder Unterricht, wie man die Bibel...lesen soll","Schade, Johann Caspar",1691
c908b08b-9236-77df-e3f0-d16e9855bb93,I.N.J. Göldene Quelle der Natur und Kunst,"[Richter, Samuel]",1711
31710142-a154-0034-7bf6-92a268276fb6,I.N.J. Göldene Quelle der Natur und Kunst,"[Richter, Samuel]",1714
9b1470a7-a673-5fd1-4bbb-72634b06f3c2,"I.N.R.I. De mysteriis rosae rubae et aureae crucis. Wherein, under the form of an admonition to an Adeptus minor of the R.R. & A.C., is discovered the true symbolism of the Rosy Cross for the enlightenment of those who are worthy of the same",anonymous,1976
4022f7f5-c3cc-9628-fdfe-0272d6d16e9a,I.T. und der Stein der uhralten Weisen. Untersungen am Corpus Basilius nach einem Sammelband des frühen 17. Jahrhunderts,"Richter, Bernard",2003
74099ab7-a3c6-aeaa-b45f-4552216993a3,Iambichus liber primus,"Augurellus, Johannes Aurelius",1505
b256d6f6-dcd2-828e-ecfd-e9dd8beda6df,Iamblichus and the theory of the vehicle of the soul,"Finamore, John F",1985
1e92d5f6-b2d9-f388-bf60-b0c2fae4e1b6,Iamblichus' De mysteriis. A manifesto of the miraculous,"Clarke, Emma C",2001
4db8ed46-886d-017e-b2df-74e7688bf078,"Iamblichus' De mysteriis. Fac-similé de l'édition de Venise, Alde Manuce, 1497","Jamblichus|Toussaint, Stéphane",2006
c7c76724-2c18-82b6-3f89-e6fe41910cf4,"Iamblichus' Life of Pythagoras, or Pythagoric life. Accompanied by fragments of the ethical writings of certain Pythagoreans in the Doric dialect; and a collection of Pythagoric sentences from Stobaeus and others, which are omitted by Gale in his Opuscula myhtologica, and have  not been noted by any editor",Jamblichus,1926
b42d12d3-156f-87c0-b2c3-d9d967e6d865,Iamblichus. His life & writings. Together with: Of sacrifice and prayers,"Wilder, Alexander",1999
c6b64fa5-4c16-98b6-3b09-a3717273373d,Iatromathematica,Hermes Trismegistus,1597
c306378c-2803-b848-7a9a-70c4e031fdb5,Ibez. Revista sôbre transfigurismo,,1968
6a7b83b9-4fc6-19c8-737c-edb26370b86e,Icastes: Marsilio Ficino's interpretation of Plato's Sophist. (Five studies and a critical edition with translation),"Allen, Michael J.B",1989
720e5801-f4ff-9e82-3782-1840f5ca3ccd,Ich bete an die Macht der Liebe. Gerhard Tersteegens christliche Mystik,"Löschhorn, Albert",1948
1cb871bb-4fb8-c523-c8a6-5ff0bb8aa6f9,Ich schaute Gott im Schweigen. Mystische Texte der Gotteserfahrung,Dionysius Areopagita,1985
a211c552-a3e4-5021-5b8c-c1ad79790d0f,Ich und Du. Sonette - Ritornelle Lieder,"Morgenstern, Christian",1922
f7a651b4-da22-86a7-14f9-9b21cd35e64b,Ich warte auf Wunder. Roman,"Heine, Thomas Theodor",1961
1c38ba03-b30d-6b3f-2e23-a8cca757da8a,Ich warte auf Wunder. Roman,"Heine, Thomas Theodor",1984
018c067f-bb02-9eb6-3e47-212fd1775242,Icon and devotion: sacred spaces in imperial Russia,"Tarasov, Oleg",2002
23722cb5-5473-d2ae-ba46-7506df24899c,Icon philosophiae occultae,"Germain, Claude",1672
e5bb346b-f1ef-24ab-e01f-6da70092ca50,Iconclass,"Waal, H|van de",1981
f74c57c8-fac0-5b76-ac37-bf6d4cc75c39,Iconografia Dantesca. Die bildlichen Darstellungen zur Göttlichen Komödie,"Volkmann, Ludwig",1897
7b6ec6d5-d5bb-13f0-b989-9501bc9fec68,Icons and the mystical origins of Christianity,"Temple, Richard",1990
4e20423b-e5b2-d342-04d0-63dac601ad5f,Iconum biblicarum,"Merian, Matthaeus",1981
c00802c1-c776-00f3-d12f-9a10549c435a,"Idea chemiae Böhmianae adeptae, das ist: Ein kurtzer Abriss der Bereitung dess Steins der Weisen","Böhme, Jacob",1690
909e62e7-28dd-9a96-fcac-81aa9ac0a88d,Idea into image. Essays on ancient Egyptian thought,"Hornung, Erik",1992
d58accee-11da-e2c9-10f5-7b941657a6aa,Idea medicinae philosophicae,"Severinus, Petrus",1571
57d8134f-b042-31b9-8d07-62600fc225ee,Idea medicinae philosophicae,"Severinus, Petrus",1660
7ced3b6c-59ad-ad02-631b-af174fb2a030,Ideae reformandi antichristi,"Oraeus, Henricus",1623
89f897cf-dad6-4b85-387f-7eb465099352,Idealis umbra sapientiae generalis,"[Sabbathier, le R.P Esprit]",1679
f7474edb-9cf5-9183-bced-dc7e6226ad28,Ideals and realities of Islam,"Nasr, Seyyed Hossein",1988
6069ec8f-07f6-5a0c-8ca1-3bb0d559edc9,Ideas and ideals in the North European Renaissance,"Yates, Frances A.",1984
4e03e2c5-59cd-cc5f-6bc5-3244c1160a43,Ideen ueber das affirmative Princip des Lebens,"Eckartshausen, Karl von",1798
653f52d3-90e4-986e-c42e-af83b391d628,Ideen zu einer Philosophie der Natur,"Schelling, Friedrich Wilhelm Joseph von",1797
5dcbafe3-b20a-48db-7fc3-ea5ef7c9c681,Ideen zu einer Philosophie der Natur,"Schelling, Friedrich Wilhelm Joseph von",1803
cbaa8b95-cf36-8254-90c6-beab8a373bc0,Ideen zu einer Theologie der Religionsgeschichte,"Benz, Ernst",1961
9acea9f9-27d4-abab-4df1-bc74cf329945,Ideologische zwerftochten. Verzamelde opstellen ter gelegenheid van zijn zeventigste verjaardag aan de schrijver aangeboden,"Stockum, Th.C|van",1957
c7795fdd-700f-2ce2-23c1-c223ac87a187,Idiota de mente. The layman: about Mind,"Cusa, Nicolaus de",1979
848fc933-e442-91b2-7d94-9875907cfcfd,"Idée générale de la theologie payenne, servant de refutation au système de mr. Bekker","[Binet, Benjamin]",1699
a5bfd0d1-cf38-8908-07df-082d1b98e0ee,"Idées, principes et vérités théosophiques (philosophie orientale)","Bosc, Ernest",1909
e2ad49a9-93a0-b8f8-2ad7-4843676113ea,Iedere dag Tao. Leven in balans en harmonie,"Ming-Dao, Deng",1997
633a7c13-9067-48cb-a3c2-2a21632e8416,Ignatius Taschner. Ein Künstlerleben zwischen Jugendstil und Neoklassizismus,,1992
16c30a7e-0a1c-7604-2704-8a848efcc8e9,Ihmiskunnan alkuperainen kieli ja kirjoitus,Ervast Pekka,1983
0b0885c4-1d9b-04ba-61f4-6e622f195569,Ihmiskunnan varhaisvaiheita,Ervast Pekka,1967
090de9f9-fcba-8641-1ddf-82bfda6b627e,II. Antiquitatis imperium,"Hardt, Hermann von der",1737
0a193f25-c298-aae6-2e70-bae345cbb2ea,IIe geste esthétique. Catalogue officiel illustré de 160 dessins du second Salon de la Rose + Croix avec la règle esthétique et les constitutions de l'ordre. 28 Mars au 30 Avril 1893,"[Péladan, Joséphin]",1893
b7f11525-862d-49a2-e074-4f97301428f1,III. Antiquitatis robur Hercules cum clava,"Hardt, Hermann von der",1737
34805a0a-8e7c-422e-481d-78b29e766379,Ik ben het leven zelf,"Hyde, Unmani Liza",2010
7cabe3b2-eab1-25fc-2950-5abba8ceaa0b,Ik Ben Zijn. Integrale vertaling van 'I am That',"Nisargadatta, Shri Maharaj",2009
1fb50c64-497a-c937-1f03-900fa2509061,Ik en Gij. Met een epiloog,"Buber, Martin",1959
a94cd21b-2f97-faa9-a1d8-664940131995,"Ik en zelf. Het ik - de schaduw - de syzygie: anima en animus - het zelf - Christus, een symbool van het zelf","Jung, Carl Gustav",1993
f74492af-d97c-ff7f-c1ce-06be02b4489f,Ik weet niet wie ik ben,"Oever, Jan van den",2011
5d2749bc-e28c-0f5b-c7fd-311f38c42e15,"Ik, Mani, apostel van Christus",,1994
c3dc3c8b-3f23-b8af-d1ba-bd113a0a92fb,"Il ""testamentum"" alchemico attribuito a Raimondo Lullo. Edizione del testo latino e catalano dal manoscritto Oxford, Corpus Christi College, 244","Lullius, Raimundus",1999
c4d5868e-63f7-1ff5-8f1a-e1004a9ba7e6,Il cammino dei rosacroce oggi,anonymous,1989
52d2f332-c1c7-ade4-2efa-9bdb3698616f,Il carcere il politico il profeta. Saggi su Tommaso Campanella,"Ernst, Germana",2002
578d152e-adc2-7bf5-162d-2df4debf4bc4,Il cardinale Napellus,"Meyrink, Gustav",1976
9778c17b-51b8-7979-01d9-3aeef12f235c,Il castello del graal e la grotta di iniziazione di Montréal de Sos,"Marcomini, Mario",2022
bcceedc9-10e2-7702-7af1-40a62501d59b,Il codice Trivulziano 1080 della Divina Commedia,Dante Alighieri,1921
a467d55d-d204-963f-6fef-19a6f21d5f82,Il comento sopra il convito di Platone,"Ficino, Marsilio",1544
dac432d9-00f2-1d52-1685-7053725d900f,Il diagramma magico,"Meyrink, Gustav",1983
b06730f3-df5d-cfbb-0f4c-f3266e396d10,"Il dialogo di Platone, intitolato il Timeo",Plato,1558
f59fbf1b-54e8-548c-fc55-77f47de5b604,Il Dio dei geometri. Quattro dialoghi,"Bruno, Giordano",2009
8cbdbddb-f75b-8c51-19e8-f5e547aacb61,Il domenicano bianco,"Meyrink, Gustav",1979
9701dfc6-eacb-6f9b-4a2c-b3c089bd6899,Il domenicano in bianco e nero. Il frate stilese visto dagli incisori nella galleria dei suoi ritratti storici,"Canone, Eugenio",2001
12ccd7c0-a632-6ed4-f68e-594cdaa56699,Il dorso e il grembo dell'eterno. Percorsi della filosofia di Giordano Bruno,"Canone, Eugenio",2003
015a597a-888a-4c4b-bdce-a2395896e2ef,Il giardino di Hermes. Massimiliano Palombara alchimista e rosacroce nella Roma del Seicento. Con la prima edizione del codice autografo della Bugia -1656,"Gabriele, Mino",1986
06abd606-0884-72e9-32c4-118b19f04fbc,Il giardino di Versailles. Simboli e allegorie,"Maresca, Paola",2017
5663d7bd-0220-420c-e420-f3cc72fdc83f,Il golem,"Meyrink, Gustav",1966
5c9b721d-0a5f-79c9-cb8b-f3cdfd66db68,Il golem,"Meyrink, Gustav",1977
0191adab-6977-ece5-048d-2515b1860e6f,Il Golem,"Meyrink, Gustav",2015
3e7b3fb8-a02f-a236-198c-e5740e018f04,Il libro de Mirdad. Un faro ed un poerto,"Naimy, Mikhaïl",1992
6540269f-99ec-a502-de8c-6b73370f1aa1,Il libro dei ventiquattro filosofi,,1999
da1430b8-7a87-5843-bcf0-77546add0e33,Il libro del principio e della sua azione (Tao-Tê-ching),Lao Zi,1991
d8adefb1-40a8-671c-be2c-bfec0294b401,Il Libro delle meraviglie Giovanni Tritemio,"Tritheim, Johann",2012
078ee23b-033a-9a71-0ace-47f55a349aa0,Il magico mondo de gli heroi,"Riviera, Cesare della",1603
ba458087-4abd-7ecb-e28a-cf1dcf2b9e24,Il manicheismo,,2003
5136d490-03da-0ac9-7b1c-a03c937aadeb,"Il manoscritto Estense ""De sphaera"" (miniatura del sec. XV)",,1914
ef6e2247-69d5-4245-4ea1-fbbc71cd6851,Il matrimonio interiore in Oriente e Occidente,"Vigne, Jacques",2013
9159aa09-2b28-3e8d-9130-4298d67a5246,Il Metamorfosi metallico et humano,"Nazari, Giovanni Battista",1564
850f8aec-d8ff-e4a5-24f4-f11eee2d16c4,Il mito del Giudizio Universale nella Capella Sistina,"Iacomucci, Giancarlo",2000
f59998bd-5341-ae63-662f-1582487da89b,Il mondo magico de gli heroi,"Riviera, Cesare della",1605
8f131915-3569-d5a7-4608-e43d4aa8f5e0,Il mondo magico dell'antico Egitto,"Tresoldi, Roberto",2000
64da8ac0-8a35-2b4d-6820-73bdb4cb1699,Il n'y a pas d'espace vide,"Leene, Jan",1979
bfdb2737-7203-e3c5-d6c3-21751fea75de,Il n'y a pas d'espace vide,"Leene, Jan",1990
2887124d-87f3-cfd3-2655-f8233ab2c6fc,"Il palazzo di Bianca Cappello a Firenze. Simboli, miti e alchemiche allegorie","Riva, Costanza",2018
37b3dd54-ebe7-265a-f1d4-9b96141b91c3,"Il papa e l'alchimia. Felice V, Guglielmo Fabri e l'elixir","Crisciani, Chiara",2002
80db0c60-496e-cf49-979b-2fcc8139cfae,Il pensiero di Giordano Bruno nel suo svolgimento storico,"Corsano, Antonio",2002
bb05c6c6-dddb-73fe-dcb5-f910883ff9db,"Il Pensiero di Marsilio Ficino. Atti del convegno di Figline Valdarno, 19 Maggio 2006",,2007
dea64db1-391b-02bf-830a-0523b3ddcd60,Il pensiero filosofico di Marsilio Ficino,"Kristeller, Paul Oskar",1988
fc4f562b-cf8f-789e-24e8-311401571b5a,Il Petrarca spirituale,"[Malipiero, Girolamo]",1536
9f2bb3ee-6ed8-e2c2-b397-e75ed1806316,Il Pimandro,Hermes Trismegistus|,1548
7e673d5f-155b-299f-e107-f396e512ba6b,Il Pimandro ossia l'intelligenza suprema che si revela e parla ed altri scritti ermetici,Hermes Trismegistus,1984
4141d17f-2f8e-e4fc-137f-8cbafe08f722,Il primo giorno del mondo,"Gabriele, Mino",2016
0fe34f61-ac55-ddf2-2fea-354d6a8b7ae1,Il problema della conoscenza in Giordano Bruno,"Spruit, Leen",1988
86384cd7-3a93-e4de-4682-412c17b5f83b,Il processo di Giordano Bruno,"Firpo, Luigi",1993
36c0991b-3a90-85d0-f8eb-06bf9aae53fd,Il Ragazzini. Dizionario inglese-italiano. Italiano-inglese,"Ragazzini, Giuseppe",1995
f37f6eaa-b924-0244-94db-5bb3b3890dad,Il rinascimento italiano,"Garin, Eugenio",1980
0db81107-c36e-09f8-ea98-b43c18c76ca9,Il secondo libro della clavis magna ovvero il sigillo dei sigilli,"Bruno, Giordano",2003
cc53d4f8-8af2-a53c-7d47-fa5112a48337,Il segreto della polvere de proiezione; Prezioso dono di Dio; Il giardino delle ricchezze,"Flamel, Nicolas|Aurach, Georges|Aurach, Georges",1983
a6e61be4-26f8-b8e2-f588-1d13f6fca944,Il sommario del processo di Giordano Bruno con appendice di documenti sull'eresia e l'inquisizione a Modena nel secolo XVI,,1988
623f0adc-dda0-dd13-7d87-b2c392c1bbae,Il Tao della medicina. La scienza olistica e la medicina tradizionale cinese,"Brescia, Theodoro",2001
c326fa51-ebc4-2f1a-3f97-5ea81077e584,"Il Tao dello spirito. Bibbia, Tao e scienza sintesi di verità","Brescia, Theodoro",2000
5ac5e92a-4ff1-deab-e6b5-49bdc0e60405,Il teatro del cielo. Giovanni Bardi e il neoplatonismo tra Firenze e Parigi. Atti della giornata di studio Badia di Montepiano - Vernio 27 maggio 2000,,2001
856ef0df-ac68-846a-136c-2f789ce8b31e,Il teatro della natura,,1996
